product_id,code,description,category,brand,manufacturer,status
211680584,4655753816420,MASURA NAB.D/YAP.EKSP.MANIK.SAKURA (3XNPL+4XCPC) ,BPZ - BANDED PACKS,MASURA (MASURA/MOSKVA),MASURA/MOSKVA,Active
46445460,4640001815188,BOTAVIKOS AROMATH.ENERGY(200XSHM+HCR+BCR250+SOA100+LPS) ,BPZ - BANDED PACKS,BOTAVIKOS (BOTANIKA/MOSKVA),BOTANIKA/MOSKVA,Active
216302217,4657811630658,ADRICOCO N13 SALONNIY UKHOD (HCR250+SHM250+HST100) ,BPZ - BANDED PACKS,ADRICOCO (POLEVOVA IP/KAZAN`),POLEVOVA IP/ KAZAN`,Active
223887131,4605922039594,REKSONA SIL`NEE SOMNENIY (SRG490ML+DEO150ML),BPZ - BANDED PACKS,REKSONA (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
87457968,4602006327516,INFLUENCE BEAUTY(ELN EVENT HORIZON 01+EMC NEW ERA 01) ,BPZ - BANDED PACKS,INFLUENCE BEAUTY (GRADIENT GK),GRADIENT GK/MOSKVA,Active
76026067,4607034476120,R.O.C.S. BABY(TTH APPLE 45+TBR)1+1 ,BPZ - BANDED PACKS,R.O.C.S. (UNIDENT GROUP),UNIDENT GROUP,Active
192366384,4605922007326,AXE AKVATICHESKIY BERGAMOT(DEO150ML+SRG400ML),BPZ - BANDED PACKS,AKS (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
210259661,4610216611882,AEVIT MITSELLYARNOE OCHTSHENIE (2XFWX200ML G+L) ,BPZ - BANDED PACKS,AEVIT (ZELDIS GK/PODOLSK),ZELDIS GK/PODOLSK,Active
75893437,4005800301391,NIVEA INTENS.UVLAZH(SOA UVL.I ZAB.100+BCR SOFT 50) ,BPZ - BANDED PACKS,NIVEA (BEIERSDORF),BEIERSDORF,Active
47751653,4603726302371,HOMME SPORT (SHM250+SRG250) ,BPZ - BANDED PACKS,HOMME SPORT (FESTIVA/MOSKVA),FESTIVA/MOSKVA,Active
223852805,4605922040132,CHERNIY ZHEMCHUG MUL`TIUKHOD (FCR46ML+FW250ML),BPZ - BANDED PACKS,CHERNIY ZHEMCHUG (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
69984408,4602139000201,ARARAT AKH + LINDT (COG 0.5L + CHA 0.1KG) ,BPZ - BANDED PACKS,UNABLE TO SEGMENT,UNABLE TO SEGMENT,Active
58901987,4607194250967,O`KEY(RAZ+BLD 1CO) ,BPZ - BANDED PACKS,O`KEY (PL OKEY),PL OKEY,Active
204377535,4605922005537,DOVE KLUBNICHNIY KREM (SRG250ML+DEO50ML),BPZ - BANDED PACKS,DAV (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
76889327,4607034476168,R.O.C.S. JUNIOR YAGODNIY MIKS(TTH74+TBR) ,BPZ - BANDED PACKS,R.O.C.S. (UNIDENT GROUP),UNIDENT GROUP,Active
55230146,4606033158532,ZINGER INSTRUMENTY D/PEDIKYURA(FTC+MNN) ,BPZ - BANDED PACKS,ZINGER,ZINGER GROUP,Active
204086297,4605922034155,BARKHATNYE RUCHKI KOLLEKTSIYA (3XHACX30ML),BPZ - BANDED PACKS,BARKHATNYE RUCHKI (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
204333720,4605966020626,SYOSS REPAIR (SHM450ML+HCR450ML) ,BPZ - BANDED PACKS,S`YOSS (LAB INDUSTRIES/MOSKVA),LAB INDUSTRIES/MOSKVA,Active
223840495,4605922039693,REXONA+KLIAR TEENS(DEO150ML+SHM200ML),BPZ - BANDED PACKS,UNABLE TO SEGMENT (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
192479145,4605922005698,DOVE GLUBOKOE PITANIE I VOSSTANOVLENIE(SHM250MML+HCR200ML),BPZ - BANDED PACKS,DAV (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
204334102,8718951693357,PALMOLIVE TVOY MASSAZH I BODR.SVEZH(SRG250ML+SOA90ML+CPC FR) ,BPZ - BANDED PACKS,PALMOLIVE (COLGATE-PALMOLIVE),COLGATE-PALMOLIVE,Active
146241756,8700216155021,GILLETTE MACH 3(RAZ+SHP SENS.FO200ML) ,BPZ - BANDED PACKS,GILLETTE (PROCTER & GAMBLE),PROCTER & GAMBLE,Active
23945710,5000204837414,MR.MUSCLE 500ML(WNC Z.+FCL POS.DOZH.L FR ,BPZ - BANDED PACKS,NA,NA,Active
71069292,7702018597826,VENUS SMOOTH (RAZ+BLD3C+CPC FR) ,BPZ - BANDED PACKS,VENUS (PROCTER & GAMBLE),PROCTER & GAMBLE,Active
223850795,8700216978316,ARIEL (2XDTRX1.56KG COLOR + MOUNT.SPRING) 24%,BPZ - BANDED PACKS,ARIEL (PROCTER & GAMBLE),PROCTER & GAMBLE,Active
46391848,7702018483198,GILLETTE FUSION(RAZ 1C+SHP FUS.SENS.G75) ,BPZ - BANDED PACKS,GILLETTE (PROCTER & GAMBLE),PROCTER & GAMBLE,Active
89647081,8006540774441,OLD SPICE CAPTAIN(SRG HB250+2XDEO 150+50+CPC FR) ,BPZ - BANDED PACKS,OLD SPICE (PROCTER & GAMBLE),PROCTER & GAMBLE,Active
211868769,6291012900929,DORALL COLLECTION EVERSCENT (BCR50ML+SRG50ML+CPC) ,BPZ - BANDED PACKS,DORALL COLLECTION (AZTEC FINANCE/MAURITIUS),AZTEC FINANCE/MAURITIUS,Active
76721802,4752171010956,OLEA HAND CARE CATS(3XHACX30 UVL+PIT+KOMPL) ,BPZ - BANDED PACKS,OLEA (COTTON CLUB),COTTON CLUB,Active
55585427,8714100799710,DRAKOSHA ISTORIYA IGRUSHEK 4(240XSHM+SRG),BPZ - BANDED PACKS,HAPPY MOMENTS (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
140100836,8720633011489,DOVE PODARI NEZHNOST`(SRG250ML+HAC50ML),BPZ - BANDED PACKS,DAV (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
204469309,8700216600262,HEAD&SH+OLD SPICE(SHM 2V1 MENTOL 200ML+SRG CAPT.3V1 250ML) ,BPZ - BANDED PACKS,UNABLE TO SEGMENT (PROCTER & GAMBLE),PROCTER & GAMBLE,Active
75840563,7640171038773,WILLIAM LAW SPICED+PEPSI (WKS 0.7L+2XDRNX0.33L) ,BPZ - BANDED PACKS,UNABLE TO SEGMENT,UNABLE TO SEGMENT,Active
214755643,8004120032110,FIGARO (DEO FASH 150+SHP CLAS.400) ,BPZ - BANDED PACKS,FIGARO (MIRATO/ITALY),MIRATO/ITALY,Active
24265999,7702018388677,GILLET.FUSION PROGLIDE FLEXBALL(RAZ+BLD) ,BPZ - BANDED PACKS,GILLETTE (PROCTER & GAMBLE),PROCTER & GAMBLE,Active
77781802,6291012900967,DORALL COLLECTION DC ONE F/MEN(50XSRG+MFR+T/V30) ,BPZ - BANDED PACKS,DORALL COLLECTION (AZTEC FINANCE/MAURITIUS),AZTEC FINANCE/MAURITIUS,Active
93180807,6970897020396,TOPTECH PRO 3 (RAZ+24BLD) ,BPZ - BANDED PACKS,TOPTECH (NASTOYATSHIY MUZHCHINA/CHEBOKSARY),NASTOYATSHIY MUZHCHINA/CHEBOKSARY,Active
75988238,8714100907603,DOVE POZVOL` IM SIYAT`(SRG250+DEO50),BPZ - BANDED PACKS,DAV (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
85482055,4620017632436,VERONESE CAPPUCCINO 30CAPS. ,BPZ - BANDED PACKS,VERONESE (SOYUZ LUR/V.NOVGOROD),SOYUZ LUR/V.NOVGOROD,Active
144227569,4603014026248,SPLAT PROFES.(TTH ULTRAKOMPL.100ML+TBR ULTRA COMPL.M BIR) ,BPZ - BANDED PACKS,SPLAT (SPLAT-KOSMETIKA/MOSKVA),SPLAT-KOSMETIKA/MOSKVA,Active
73439234,4027800709915,WILKINSON SWORD QUATT.TITAN. CORE MOTION (RAZ+BLD 8C) ,BPZ - BANDED PACKS,WILKINSON SWORD (EDGEWELL PERSONAL CARE),EDGEWELL PERSONAL CARE,Active
93165671,4600936202422,ALISA VOLSHEBNIY BLESK(2XBAC 150ML+140ML) ,BPZ - BANDED PACKS,ALISA (SVOBODA),SVOBODA,Active
129761450,4602159021842,LOVE IS. (LPS KLUB.&BANAN 4.2G+GUM COC&PINEAP.3X4.2G FR) ,BPZ - BANDED PACKS,LOVE IS... (UNABLE TO SEGMENT),UNABLE TO SEGMENT,Active
42210838,4084500887848,NIOXIN SYSTEM 1 XXL(SHM300+2XHCR 300+100) ,BPZ - BANDED PACKS,NIOXIN (WELLA/GERMANY),WELLA/GERMANY,Active
200448484,4605922033028,CHISTAYA LINIYA EZHEDN.UKHOD(FW NAT.PL.G100+FS MULTICOM.100),BPZ - BANDED PACKS,CHISTAYA LINIYA (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
20158296,4607099301269,HILLTOP ZODIAK T 4X50GR + SITECHKO ,BPZ - BANDED PACKS,NA,NA,Active
23786924,4606144009471,PALM.MEN SPORT(SRG SP.750+SHP AVAL.300FR ,BPZ - BANDED PACKS,UNABLE TO SEGMENT (COLGATE-PALMOLIVE),COLGATE-PALMOLIVE,Active
72994453,4602139000256,BALLANTINES FIN+PEPSI (WKY 0.7L+DRN 1L) ,BPZ - BANDED PACKS,UNABLE TO SEGMENT,UNABLE TO SEGMENT,Active
71420152,4005800297182,NIVEA (FW MICELLAIR O2 K&N 400+LPS OSN.UKH.4.8 FR) ,BPZ - BANDED PACKS,NIVEA (BEIERSDORF),BEIERSDORF,Active
20151512,4607109401279,CILLIT BANG ANTIZH.+CIL.BANG L2X620 Z ,BPZ - BANDED PACKS,NA,NA,Active
81922681,4602009721731,SVR (FCT XERIAL 50 50ML+BCR F XERIAL 30 50ML FR) ,BPZ - BANDED PACKS,SVR (SVR LABORATOIRE/FRANCE),SVR LABORATOIRE/FRANCE,Active
223865561,4605922040101,DAV BASIC CARE (SRG250ML+BCR150ML),BPZ - BANDED PACKS,DAV (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
44837294,4602233007045,PARODONTAX (2XTTH UL`TRA OCH.75+S FTOROM 50 FR) ,BPZ - BANDED PACKS,PARODONTAX (HALEON),HALEON,Active
20154773,4606144006814,PALM.F/MEN SEVER.OKEAN(SRG 750M+250M FR) ,BPZ - BANDED PACKS,PALMOLIVE (COLGATE-PALMOLIVE),COLGATE-PALMOLIVE,Active
208900350,4620016241868,BURYONKA NABOR D/PEDIKYURA (FCT500ML+FTC FR+2XCPC FR) ,BPZ - BANDED PACKS,BURYONKA (ZELDIS GK/PODOLSK),ZELDIS GK/PODOLSK,Active
146182784,4605922030850,DOVE KRASOTA I SIYANIE(SHM250ML+SRG250ML),BPZ - BANDED PACKS,DAV (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
192562129,4605922032113,CHERNIY ZHEMCHUG LIFTING-EFFEKT(2XFCRX46ML D+N),BPZ - BANDED PACKS,CHERNIY ZHEMCHUG (ARNEST/UNIRUS),ARNEST/UNIRUS,Active
21014066,4015000977371,PALET.+SCHAUM.(COL A10+SHM BL.TS.225 FR) ,BPZ - BANDED PACKS,UNABLE TO SEGMENT,HENKEL,Active
84771086,1103727198001,TOPTECH PRO 3 (RAZ+30BLD) ,BPZ - BANDED PACKS,TOPTECH (NASTOYATSHIY MUZHCHINA/CHEBOKSARY),NASTOYATSHIY MUZHCHINA/CHEBOKSARY,Active
222848749,3616303474096,BRUNO BANANI LOYAL MAN (DEO50ML+CPC) ,BPZ - BANDED PACKS,BRUNO BANANI,BRUNO BANANI/GERMANY,Active
153229452,2900096228822,VASEINA KLUBNIKA(FS25G+LPS4.8G) ,BPZ - BANDED PACKS,VASEINA (ISKRA COLLECTION/MOROCCO),ISKRA COLLECTION/MOROCCO,Active
55037015,2900016927750,LUAZON (RAZ+BLD 3C) ,BPZ - BANDED PACKS,LUAZON (SIMA-LEND/EKATERINBURG),SIMA-LEND/EKATERINBURG,Active
223841443,2000292506097,HIMALAYA NEZHNIY (BCR50+HAC50),BPZ - BANDED PACKS,HIMALAYA,HIMALAYA GLOBAL HOLDINGS/INDIA,Active
